ReferenceID,タイプ,著者,出版年,タイトル,掲載誌,書籍名,巻,号,ページ,DOI,URL,備考
REF-0001,,"Duclos, P. L.",1835–1840,Histoire naturelle générale et particulière de tous les genres de coquilles univalves marines a l'état vivant et fossile publiée par monographie.,,,,,,,https://www.biodiversitylibrary.org/page/45200561,
